entity_id,friendly_name,domain,area_id,area_name,state,suggested_usage,reason
sensor.garage_water_mother_humidity,garage-water Mother Humidity,sensor,garage,Garage,unavailable,map,MAP: Show humidity percentage
sensor.garage_water_mother_temperature,garage-water Mother Temperature,sensor,garage,Garage,unavailable,map,MAP: Show temperature on room
sensor.garage_water_total_water_flow,garage-water Total Water Flow,sensor,garage,Garage,unavailable,remove,"Sensor data - likely diagnostic, review if needed"
sensor.garage_water_water_flow,garage-water Water Flow,sensor,garage,Garage,unavailable,remove,"Sensor data - likely diagnostic, review if needed"
sensor.garage_water_water_full,garage-water Water Full,sensor,garage,Garage,unavailable,remove,"Sensor data - likely diagnostic, review if needed"
sensor.garage2_mother_3_humidity,garage2 Mother 3 Humidity,sensor,garage,Garage,unavailable,map,MAP: Show humidity percentage
sensor.garage2_mother_3_temperature,garage2 Mother 3 Temperature,sensor,garage,Garage,unavailable,map,MAP: Show temperature on room
sensor.garage2_seedling_humidity,garage2 Seedling Humidity,sensor,garage,Garage,57.6638450622559,map,MAP: Show humidity percentage
sensor.garage2_seedling_temperature,garage2 Seedling Temperature,sensor,garage,Garage,71.6310363769531,map,MAP: Show temperature on room
sensor.guest_heater_instantaneous_demand,guest heater Instantaneous demand,sensor,guest_room,Guest room,0.0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.guest_heater_summation_delivered,guest heater Summation delivered,sensor,guest_room,Guest room,30.2262,remove,"Sensor data - likely diagnostic, review if needed"
sensor.lab3_lab_humidity,lab3 Lab Humidity,sensor,lab,Lab,53.2393379211426,map,MAP: Show humidity percentage
sensor.lab3_lab_temperature,lab3 Lab Temperature,sensor,lab,Lab,73.7891906738281,map,MAP: Show temperature on room
sensor.lab3_lab_pm1_0,lab3 lab PM1.0,sensor,lab,Lab,234.0,remove,Diagnostic/internal - not useful for dashboard
sensor.lab3_lab_pm10_0,lab3 lab PM10.0,sensor,lab,Lab,421.0,remove,Diagnostic/internal - not useful for dashboard
sensor.lab3_lab_pm2_5,lab3 lab PM2.5,sensor,lab,Lab,405.0,remove,Diagnostic/internal - not useful for dashboard
sensor.newhouse_esphome_version,newhouse ESPHome Version,sensor,living_room,Living Room,unavailable,remove,"Sensor data - likely diagnostic, review if needed"
sensor.newhouse_house_pm1_0,newhouse House PM1.0,sensor,living_room,Living Room,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.newhouse_house_pm10,newhouse House PM10,sensor,living_room,Living Room,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.newhouse_house_pm2_5,newhouse House PM2.5,sensor,living_room,Living Room,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.newhouse_scd41_co2,newhouse SCD41 CO2,sensor,living_room,Living Room,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.newhouse_scd41_humidity,newhouse SCD41 Humidity,sensor,living_room,Living Room,unavailable,map,MAP: Show humidity percentage
sensor.newhouse_scd41_temperature,newhouse SCD41 Temperature,sensor,living_room,Living Room,unavailable,map,MAP: Show temperature on room
sensor.newhouse_sht40_humidity,newhouse SHT40 Humidity,sensor,living_room,Living Room,unavailable,map,MAP: Show humidity percentage
sensor.newhouse_sht40_temperature,newhouse SHT40 Temperature,sensor,living_room,Living Room,unavailable,map,MAP: Show temperature on room
sensor.sean_esp_mic_level_mv,sean esp Mic Level (mV),sensor,bedroom,Bedroom,unavailable,remove,"Sensor data - likely diagnostic, review if needed"
sensor.sean_esp_polar_h10_heart_rate,sean esp Polar H10 Heart Rate,sensor,bedroom,Bedroom,unavailable,remove,"Sensor data - likely diagnostic, review if needed"
sensor.sengled_e1c_nb7_instantaneous_demand_4,sengled E1C-NB7 Instantaneous demand,sensor,,,0.0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.sengled_e1c_nb7_summation_delivered_4,sengled E1C-NB7 Summation delivered,sensor,,,0.0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.soil_moisture2_soil_moisture_2a,soil-moisture2 Soil Moisture 2a,sensor,living_room,Living Room,unavailable,map,MAP: Show humidity percentage
sensor.soil_moisture2_soil_moisture_2b,soil-moisture2 Soil Moisture 2b,sensor,living_room,Living Room,unavailable,map,MAP: Show humidity percentage
sensor.soil_moisture2_soil_moisture_2c,soil-moisture2 Soil Moisture 2c,sensor,living_room,Living Room,unavailable,map,MAP: Show humidity percentage
sensor.soil_moisture2_soil_moisture_2d,soil-moisture2 Soil Moisture 2d,sensor,living_room,Living Room,unavailable,map,MAP: Show humidity percentage
sensor.soil_moisture2_soil_moisture_2e,soil-moisture2 Soil Moisture 2e,sensor,living_room,Living Room,unavailable,map,MAP: Show humidity percentage
sensor.water_counter_total_water_flow,water-counter Total Water Flow,sensor,lab,Lab,unavailable,remove,"Sensor data - likely diagnostic, review if needed"
sensor.water_counter_water_flow,water-counter Water Flow,sensor,lab,Lab,unavailable,remove,"Sensor data - likely diagnostic, review if needed"
sensor.water_counter_water_full,water-counter Water Full,sensor,lab,Lab,unavailable,remove,"Sensor data - likely diagnostic, review if needed"
switch.backyard_floodlights,,switch,patio,patio,unavailable,control,CONTROL: Toggle on/off
switch.kitchen_sink_light,,switch,kitchen,Kitchen,unavailable,control,CONTROL: Toggle on/off
switch.back_back_automatic_watering,Back back Automatic watering,switch,,,off,control,CONTROL: Irrigation toggle
switch.back_back_manual_watering,Back back Manual watering,switch,,,off,control,CONTROL: Irrigation toggle
switch.breakfast_pantry_switch,Breakfast pantry Switch ,switch,kitchen,Kitchen,off,control,CONTROL: Toggle on/off
switch.coffee,Coffee,switch,kitchen,Kitchen,off,control,CONTROL: Toggle on/off
switch.entry_audio_detection,Entry Audio Detection,switch,entry,Entry,on,map,MAP: Show detection status on room
switch.entry_detect,Entry Detect,switch,entry,Entry,on,map,MAP: Show detection status on room
switch.entry_motion,Entry Motion,switch,entry,Entry,on,remove,Camera setting - not needed
switch.entry_recordings,Entry Recordings,switch,entry,Entry,on,remove,Camera setting - not needed
switch.entry_snapshots,Entry Snapshots,switch,entry,Entry,on,remove,Camera setting - not needed
switch.flash_closet_lights,Flash closet lights ,switch,bedroom,Bedroom,off,control,CONTROL: Toggle on/off
switch.flower_big_fan_1,Flower Big fan 1,switch,lab,Lab,on,both,MAP: Show active state | CONTROL: Toggle
switch.flower_big_fan_2,Flower Big fan 2,switch,lab,Lab,on,both,MAP: Show active state | CONTROL: Toggle
switch.flower_small_fan_1,Flower small fan 1,switch,lab,Lab,off,both,MAP: Show active state | CONTROL: Toggle
switch.flower_small_fan_2,Flower small fan 2,switch,lab,Lab,on,both,MAP: Show active state | CONTROL: Toggle
switch.front_audio,Front Audio,switch,entry,Entry,on,control,CONTROL: Toggle on/off
switch.front_audio_detection,Front Audio Detection,switch,entry,Entry,on,map,MAP: Show detection status on room
switch.front_detect,Front Detect,switch,entry,Entry,on,map,MAP: Show detection status on room
switch.front_led,Front LED,switch,entry,Entry,on,control,CONTROL: Toggle on/off
switch.front_motion,Front Motion,switch,entry,Entry,on,remove,Camera setting - not needed
switch.front_recordings,Front Recordings,switch,entry,Entry,on,remove,Camera setting - not needed
switch.front_secure_screen,Front Secure Screen,switch,entry,Entry,on,control,CONTROL: Toggle on/off
switch.front_snapshots,Front Snapshots,switch,entry,Entry,on,remove,Camera setting - not needed
switch.front_center_automatic_watering,Front center Automatic watering,switch,entry,Entry,on,control,CONTROL: Irrigation toggle
switch.front_center_manual_watering,Front center Manual watering,switch,entry,Entry,off,control,CONTROL: Irrigation toggle
switch.front_floodlights,Front floodlights ,switch,entry,Entry,off,control,CONTROL: Toggle on/off
switch.front_flower_bed_automatic_watering,Front flower bed Automatic watering,switch,entry,Entry,on,control,CONTROL: Irrigation toggle
switch.front_flower_bed_manual_watering,Front flower bed Manual watering,switch,entry,Entry,off,control,CONTROL: Irrigation toggle
switch.front_left_automatic_watering,Front left Automatic watering,switch,entry,Entry,on,control,CONTROL: Irrigation toggle
switch.front_left_manual_watering,Front left Manual watering,switch,entry,Entry,off,control,CONTROL: Irrigation toggle
switch.front_porchlight,Front porchlight ,switch,entry,Entry,off,control,CONTROL: Toggle on/off
switch.front_right_automatic_watering,Front right Automatic watering,switch,entry,Entry,on,control,CONTROL: Irrigation toggle
switch.front_right_manual_watering,Front right Manual watering,switch,entry,Entry,off,control,CONTROL: Irrigation toggle
switch.front_right_back_automatic_watering,Front right back Automatic watering,switch,entry,Entry,on,control,CONTROL: Irrigation toggle
switch.front_right_back_manual_watering,Front right back Manual watering,switch,entry,Entry,off,control,CONTROL: Irrigation toggle
switch.front_right_sidewalk_automatic_watering,Front right sidewalk Automatic watering,switch,entry,Entry,on,control,CONTROL: Irrigation toggle
switch.front_right_sidewalk_manual_watering,Front right sidewalk Manual watering,switch,entry,Entry,off,control,CONTROL: Irrigation toggle
switch.garage_heater,Garage heater,switch,garage,Garage,on,both,MAP: Show active state | CONTROL: Toggle
switch.garage_light_timer,Garage light timer,switch,garage,Garage,off,control,CONTROL: Toggle on/off
switch.garage_water_1,Garage water 1,switch,garage,Garage,off,control,CONTROL: Toggle on/off
switch.garage_water_2,Garage water 2,switch,garage,Garage,off,control,CONTROL: Toggle on/off
switch.garagecam_audio_detection,Garagecam Audio Detection,switch,garage,Garage,on,map,MAP: Show detection status on room
switch.garagecam_detect,Garagecam Detect,switch,garage,Garage,on,map,MAP: Show detection status on room
switch.garagecam_motion,Garagecam Motion,switch,garage,Garage,on,remove,Camera setting - not needed
switch.garagecam_recordings,Garagecam Recordings,switch,garage,Garage,on,remove,Camera setting - not needed
switch.garagecam_snapshots,Garagecam Snapshots,switch,garage,Garage,on,remove,Camera setting - not needed
switch.lab_1,Lab 1,switch,lab,Lab,on,control,CONTROL: Toggle on/off
switch.lab_diablo,Lab Diablo,switch,lab,Lab,on,control,CONTROL: Toggle on/off
switch.lab_exhaust,Lab exhaust,switch,lab,Lab,on,control,CONTROL: Toggle on/off
switch.lab_water_2,Lab water 2,switch,lab,Lab,off,control,CONTROL: Toggle on/off
switch.lab1a,Lab1a,switch,lab,Lab,on,control,CONTROL: Toggle on/off
switch.left_side_automatic_watering,Left side Automatic watering,switch,,,on,control,CONTROL: Irrigation toggle
switch.left_side_manual_watering,Left side Manual watering,switch,,,off,control,CONTROL: Irrigation toggle
switch.living_audio_detection,Living Audio Detection,switch,living_room,Living Room,on,map,MAP: Show detection status on room
switch.living_detect,Living Detect,switch,living_room,Living Room,on,map,MAP: Show detection status on room
switch.living_motion,Living Motion,switch,living_room,Living Room,on,remove,Camera setting - not needed
switch.living_recordings,Living Recordings,switch,living_room,Living Room,on,remove,Camera setting - not needed
switch.living_snapshots,Living Snapshots,switch,living_room,Living Room,on,remove,Camera setting - not needed
switch.master_bath_fan,Master bath fan ,switch,master,Master,off,both,MAP: Show active state | CONTROL: Toggle
switch.mister,Mister,switch,lab,Lab,off,control,CONTROL: Toggle on/off
switch.mother_fan,Mother fan,switch,lab,Lab,off,both,MAP: Show active state | CONTROL: Toggle
switch.mother_intake_fan,Mother intake fan,switch,lab,Lab,on,both,MAP: Show active state | CONTROL: Toggle
switch.mother_light,Mother light,switch,lab,Lab,on,control,CONTROL: Toggle on/off
switch.mother_water,Mother water,switch,lab,Lab,off,control,CONTROL: Toggle on/off
switch.mother_water_2,Mother water 2,switch,lab,Lab,off,control,CONTROL: Toggle on/off
switch.new_front_audio,New Front Audio,switch,entry,Entry,on,control,CONTROL: Toggle on/off
switch.new_front_led,New Front LED,switch,entry,Entry,off,control,CONTROL: Toggle on/off
switch.new_front_secure_screen,New Front Secure Screen,switch,entry,Entry,on,control,CONTROL: Toggle on/off
switch.nursery_audio_detection,Nursery Audio Detection,switch,nursery,Nursery,on,map,MAP: Show detection status on room
switch.nursery_detect,Nursery Detect,switch,nursery,Nursery,on,map,MAP: Show detection status on room
switch.nursery_motion,Nursery Motion,switch,nursery,Nursery,on,remove,Camera setting - not needed
switch.nursery_recordings,Nursery Recordings,switch,nursery,Nursery,on,remove,Camera setting - not needed
switch.nursery_snapshots,Nursery Snapshots,switch,nursery,Nursery,on,remove,Camera setting - not needed
switch.nursery_bath_lights,Nursery bath lights ,switch,nursery,Nursery,off,control,CONTROL: Toggle on/off
switch.nursery_closet_light,Nursery closet light ,switch,nursery,Nursery,off,control,CONTROL: Toggle on/off
switch.nursery_heater,Nursery heater,switch,nursery,Nursery,off,both,MAP: Show active state | CONTROL: Toggle
switch.office_heater,Office heater,switch,office,Office,off,both,MAP: Show active state | CONTROL: Toggle
switch.office_9_test_gpio_output,Office-9 Test GPIO Output,switch,office,Office,unavailable,control,CONTROL: Toggle on/off
switch.pantry_switch,Pantry switch ,switch,kitchen,Kitchen,off,control,CONTROL: Toggle on/off
switch.patio_lights,Patio lights ,switch,patio,patio,off,control,CONTROL: Toggle on/off
switch.right_backyard_automatic_watering,Right backyard Automatic watering,switch,patio,patio,off,control,CONTROL: Irrigation toggle
switch.right_backyard_manual_watering,Right backyard Manual watering,switch,patio,patio,off,control,CONTROL: Irrigation toggle
switch.right_side_automatic_watering,Right side Automatic watering,switch,,,off,control,CONTROL: Irrigation toggle
switch.right_side_manual_watering,Right side Manual watering,switch,,,off,control,CONTROL: Irrigation toggle
switch.sean_bath_closet_switch,Sean bath closet Switch ,switch,bathroom,Bathroom,off,control,CONTROL: Toggle on/off
switch.sean_bathroom,Sean bathroom ,switch,bathroom,Bathroom,off,control,CONTROL: Toggle on/off
switch.sean_bathroom_fan,Sean bathroom fan ,switch,bathroom,Bathroom,off,both,MAP: Show active state | CONTROL: Toggle
switch.soil_moisture_1_water1a,Soil-Moisture-1 Water1a,switch,living_room,Living Room,unavailable,control,CONTROL: Toggle on/off
switch.soil_moisture_1_water1b,Soil-Moisture-1 Water1b,switch,living_room,Living Room,unavailable,control,CONTROL: Toggle on/off
switch.water_refill,Water refill,switch,lab,Lab,off,control,CONTROL: Toggle on/off
switch.guest_heater,guest heater,switch,guest_room,Guest room,off,both,MAP: Show active state | CONTROL: Toggle
switch.sengled_e1c_nb7_4,sengled E1C-NB7,switch,,,off,control,CONTROL: Toggle on/off
